ResponseID,StartDate,EndDate,age,gender,education,status,state,municipality,purchase_date,quality,bad_quantity,bad_value,good_quantity,good_value,relationship,experience,frequency,average_amount
R_12lpke0t1M2u05h,21/03/19 23:46,21/03/19 23:50,18,Other,High school,Lower middle class,Hidalgo,Pachuca de Soto 13048,12-mar-19,Good,,,28.0,400.0,Acquaintance,16.0,15.0,35.0
R_12ltOt8RUvIKhBC,01/04/19 14:31,01/04/19 14:33,45,Women,Graduate,Middle class,Hidalgo,Pachuca de Soto 13048,30-mar-19,Good,,,30.0,300.0,Acquaintance,40.0,15.0,50.0
R_12mMzUv9Lcj0sHy,23/03/19 00:38,23/03/19 00:43,18,Women,High school,Middle class,México,Toluca 15106,22-mar-19,Good,,,2.0,70.0,Friend,15.0,6.0,2.0
R_12nIGq2vKN5NhAr,25/08/19 10:55,25/08/19 10:59,18,Men,High school,Middle class,Querétaro,Querétaro 22014,16-may-19,Good,,,28.0,600.0,Acquaintance,16.0,200.0,10.0
R_12omVFwuwDOz0bi,26/03/19 12:53,26/03/19 12:58,36,Men,Bachelor,Middle class,Quintana Roo,Solidaridad 23008,24-mar-19,Good,,,25.0,1200.0,Stranger,21.0,10.0,25.0
R_12rMZxEDJfG2OtX,21/03/19 18:49,21/03/19 18:53,19,Men,High school,Lower middle class,México,Ecatepec de Morelos 15033,14-mar-19,Good,,,10.0,55.0,Friend,13.0,15.0,15.0
R_12s5v797qzGORTD,01/07/19 17:59,01/07/19 18:03,21,Men,Bachelor,Middle class,Ciudad de México,Cuajimalpa de Morelos 09004,01-jul-19,Good,,,3.0,500.0,Acquaintance,16.0,15.0,3.0
R_12sZLBV3aq9sRV4,21/03/19 20:03,21/03/19 20:06,28,Men,Graduate,Middle class,Ciudad de México,Venustiano Carranza 09017,23-feb-19,Good,,,2.0,160.0,Stranger,18.0,30.0,5.0
R_12tFu49vbOaOcDW,19/02/19 17:23,19/02/19 17:29,20,Men,High school,Upper middle class,Sinaloa,Culiacán 25006,28dec2018,Good,,,3.0,300.0,Acquaintance,17.0,15.0,15.0
R_12tXLNX9OdDKdRj,11/04/19 23:38,11/04/19 23:44,25,Women,Bachelor,Lower class,México,Nezahualcóyotl 15058,,Bad,10.0,200.0,,,Friend,15.0,15.0,10.0
R_12xxvNfwmicB4Rd,28/06/19 18:46,28/06/19 18:49,35,Men,Bachelor,Middle class,Tamaulipas,Tampico 28038,27-jun-19,Bad,1.0,110.0,,,Stranger,18.0,7.0,1.0
R_12ySdULstAAAv5o,01/07/19 21:21,01/07/19 21:25,21,Women,High school,Middle class,Ciudad de México,La Magdalena Contreras 09008,04-jun-19,Good,,,,,,,,
R_12ziCVEuZBFLIpA,21/03/19 20:22,21/03/19 20:28,36,Men,High school,Middle class,Yucatán,Mérida 31050,20-mar-19,Good,,,250.0,100.0,Acquaintance,21.0,15.0,300.0
R_12zqLNwBSr7qulL,19/02/19 23:31,19/02/19 23:34,29,Women,Graduate,Lower middle class,Ciudad de México,Cuauhtémoc 09015,13-feb-19,Bad,5.0,50.0,,,Stranger,19.0,8.0,5.0
R_1Akwrv0bXc0ibBf,27/03/19 22:13,27/03/19 22:17,21,Men,Bachelor,Upper middle class,México,Naucalpan de Juárez 15057,15-mar-19,Good,,,3.0,300.0,Acquaintance,17.0,15.0,5.0
R_1BRQfd6v7uRkInM,21/02/19 04:37,21/02/19 04:44,21,Men,Bachelor,Middle class,Ciudad de México,Azcapotzalco 09002,24-nov-18,Bad,5.0,50.0,,,Stranger,17.0,30.0,10.0
R_1BRY5hGw8BbrvxO,22/02/19 13:26,22/02/19 13:28,38,Women,Graduate,Upper middle class,Ciudad de México,Coyoacán 09003,,Bad,,,,,,,,
R_1BSro7Zg8Msl7Lc,23/03/19 16:00,23/03/19 16:01,16,,,,,,,,,,,,,,,
R_1BVPS6ScZV1K0QW,19/02/19 16:04,19/02/19 16:08,24,Men,Bachelor,Middle class,Campeche,Campeche 04002,19-feb-19,Good,,,9.0,200.0,Acquaintance,16.0,6.0,9.0
R_1BW3d2uqfPjlHYY,06/04/19 15:55,06/04/19 15:57,27,Men,Bachelor,Upper middle class,Nuevo León,Monterrey 19039,01apr2019,Good,,,28.3,1200.0,Stranger,26.0,3.0,28.3
R_1BWANNuQ56H1DPt,16/04/19 17:48,16/04/19 17:52,50,Men,Middle school,Lower middle class,Michoacán,Queréndaro 16072,01apr2019,Bad,10.0,50.0,,,Acquaintance,44.0,50.0,1.0
R_1BWtM5EW0I9KiDU,01/07/19 18:14,01/07/19 18:20,43,Men,Bachelor,Middle class,Chiapas,San Cristóbal de las Casas 07078,,Bad,250.0,700.0,,,Acquaintance,27.0,30.0,250.0
R_1BXIX84FAFrMNbo,20/02/19 10:24,20/02/19 10:27,27,Men,Bachelor,Middle class,Yucatán,Mérida 31050,15-feb-19,Good,,,6.0,500.0,Friend,25.0,15.0,8.0
R_1BYqZ4nGUDgnNNZ,19/02/19 21:40,19/02/19 21:43,26,Men,High school,Lower middle class,Hidalgo,Tulancingo de Bravo 13077,14-feb-19,Good,,,2.0,40.0,Acquaintance,14.0,4.0,5.0
R_1C4ng9Adugd24R4,20/02/19 08:17,20/02/19 08:21,18,Men,Bachelor,Upper middle class,Nuevo León,Monterrey 19039,14-feb-19,Bad,5.0,50.0,,,Acquaintance,14.0,15.0,10.0
R_1C4r2QMTGMXk3yW,19/02/19 17:15,19/02/19 17:17,25,Men,Bachelor,Upper middle class,,,,,,,,,,,,
R_1C9OEB8OK5Ka3A7,21/05/19 01:20,21/05/19 01:21,25,Men,Bachelor,Upper middle class,Ciudad de México,Benito Juárez 09014,,,,,,,,,,
R_1CC618aJ1XmAjIq,10/04/19 22:16,10/04/19 22:18,40,Men,Bachelor,Middle class,Ciudad de México,Miguel Hidalgo 09016,,Bad,50.0,500.0,,,Stranger,19.0,365.0,100.0
R_1CCR4jcu2390yoy,21/05/19 14:54,21/05/19 15:05,43,Men,High school,Middle class,Ciudad de México,Benito Juárez 09014,06-may-19,Good,,,2.0,300.0,Acquaintance,16.0,20.0,8.0
R_1CCmqIAWL07BRzY,23/03/19 12:40,23/03/19 12:46,29,Men,Bachelor,Middle class,Puebla,Puebla 21114,13-mar-19,Good,,,13.0,600.0,Friend,20.0,1.0,12.0
R_1CCrGGTMe3qoIFl,19/02/19 23:36,19/02/19 23:43,23,Men,Bachelor,Lower middle class,Yucatán,Tunkás 31097,16-feb-19,Good,,,5.0,200.0,Friend,18.0,3.0,5.0
R_1CDBMH4dsPcrufF,29/08/19 21:02,29/08/19 21:03,26,Men,Bachelor,Upper middle class,,,,,,,,,,,,
R_1CDUCIqRBCB5Brq,20/02/19 01:17,20/02/19 01:22,18,Men,High school,Upper middle class,Ciudad de México,Miguel Hidalgo 09016,03-feb-19,Good,,,10.0,500.0,Acquaintance,16.0,20.0,10.0
R_1CDdJwhHnqrwBPt,26/02/19 14:15,26/02/19 14:26,25,Men,,,,,,,,,,,,,,
R_1CEi38Hn68vplWP,01/07/19 23:29,01/07/19 23:33,26,Men,Bachelor,Lower middle class,Jalisco,Guadalajara 14039,01-jul-19,Good,,,15.0,100.0,Stranger,15.0,7.0,15.0
R_1CHhzNynvlEDzSP,27/02/19 11:07,27/02/19 11:17,23,Women,High school,Lower middle class,Baja California,Tijuana 02004,14-feb-19,Good,,,28.0,600.0,Friend,20.0,3.0,28.0
R_1CI2ZztBOHQjBhA,24/03/19 14:08,24/03/19 14:09,28,Men,Bachelor,Middle class,Jalisco,Zapopan 14120,,,,,,,,,,
R_1CI6WgiCClrGHmb,30/08/19 17:51,30/08/19 17:54,22,Men,High school,Upper middle class,Jalisco,Guadalajara 14039,30aug2019,Good,,,28.0,900.0,Friend,15.0,6.0,30.0
R_1CIngfaoT0BtwUj,24/04/19 02:56,24/04/19 02:58,28,Women,Bachelor,Upper middle class,Yucatán,Mérida 31050,10apr2019,Good,,,,,,,,
R_1Cd4DzHaikn0fLV,21/03/19 22:08,21/03/19 22:11,25,Women,High school,Middle class,Tabasco,Centro 27004,21-mar-19,Good,,,1.0,100.0,Friend,20.0,10.0,1.0
R_1CecfXHQbJgkZKH,23/03/19 13:40,23/03/19 13:45,20,Men,Bachelor,Middle class,Veracruz,Tuxpan 30189,20-mar-19,Bad,8.0,50.0,,,Stranger,16.0,7.0,8.0
R_1CkCZfsIV8EjUf0,19/02/19 15:43,19/02/19 15:49,28,Men,Middle school,Lower middle class,Ciudad de México,Miguel Hidalgo 09016,01-feb-19,Good,,,30.0,500.0,Acquaintance,19.0,30.0,50.0
R_1CkaNpgJAsgIAKR,20/02/19 03:04,20/02/19 03:09,19,Women,Bachelor,Middle class,Ciudad de México,Iztacalco 09006,15-feb-19,Good,,,56.0,600.0,Stranger,18.0,60.0,28.0
R_1Clnsprf4dPDfgW,19/02/19 22:12,19/02/19 23:29,21,Men,High school,Middle class,Hidalgo,Acaxochitlán 13002,01-feb-19,Bad,10.0,150.0,,,Acquaintance,17.0,60.0,10.0
R_1Cm4go35nJ3ebcG,22/04/19 12:41,22/04/19 12:49,26,Men,Bachelor,Middle class,Ciudad de México,Cuauhtémoc 09015,17apr2019,Good,,,10.0,150.0,Friend,15.0,30.0,5.0
R_1CpCItWA5zgOrIB,21/03/19 20:06,21/03/19 20:07,20,Men,Middle school,Lower middle class,,,,,,,,,,,,
R_1CrS9Ry3zTNrm78,01/07/19 18:27,01/07/19 18:29,33,Men,Bachelor,Lower middle class,Guanajuato,Irapuato 11017,,,,,,,,,,
R_1CyyybVD9t9HWsH,30/08/19 17:17,30/08/19 18:56,25,Men,Bachelor,Middle class,Guanajuato,León 11020,14aug2019,Good,,,28.34,600.0,Stranger,20.0,60.0,28.0
R_1DApje1EbROpmuP,23/03/19 13:09,23/03/19 13:14,23,Men,High school,Lower middle class,Sonora,San Luis Río Colorado 26055,23-mar-19,Good,,,5.0,1000.0,Acquaintance,14.0,1.0,10.0
R_1DBwa9bYtxn3otD,19/02/19 19:42,19/02/19 19:44,26,Men,High school,Middle class,Ciudad de México,Venustiano Carranza 09017,,,,,,,,,,
R_1DCP2JJh7eYoTh7,21/03/19 20:12,21/03/19 20:17,27,Men,Bachelor,Middle class,Ciudad de México,Cuauhtémoc 09015,08-mar-19,Good,,,25.0,600.0,Stranger,17.0,30.0,25.0
R_1DD1L5CksXOOXVI,08/07/19 00:34,08/07/19 00:39,58,Men,Bachelor,Lower middle class,Oaxaca,Oaxaca de Juárez 20067,,Bad,,,,,,,,
R_1DGX7ghgbM7pVcI,20/02/19 10:35,20/02/19 10:40,31,Men,High school,Middle class,Quintana Roo,Solidaridad 23008,10dec2018,Good,,,,,,,,
R_1DHi4dSyGjq1jzZ,02/07/19 12:46,02/07/19 12:51,23,Men,High school,Middle class,Puebla,Puebla 21114,06-jun-19,Bad,30.0,250.0,,,Stranger,15.0,365.0,30.0
R_1DJ3K9KbliCrLI0,07/05/19 13:40,07/05/19 13:41,37,Men,Graduate,Upper middle class,Puebla,Puebla 21114,,,,,,,,,,
R_1DJflmKhCV0gCr7,22/03/19 01:36,22/03/19 01:43,20,Men,High school,Middle class,Baja California,Tijuana 02004,17-mar-19,Good,,,5.0,150.0,Acquaintance,15.0,4.0,10.0
R_1DLUjkY3qspgnIi,01/09/19 00:19,01/09/19 00:23,20,Men,High school,Middle class,Puebla,Puebla 21114,01apr2013,Bad,100.0,100.0,,,Friend,15.0,180.0,1.0
R_1DNGwBvcaBtgUfG,21/03/19 22:17,21/03/19 22:21,22,Men,High school,Upper middle class,Quintana Roo,Solidaridad 23008,19-mar-19,Good,,,3.0,390.0,Acquaintance,18.0,4.0,4.0
R_1DNexvnbzxjawQL,28/03/19 00:20,28/03/19 00:21,22,Men,Bachelor,Middle class,Ciudad de México,Cuajimalpa de Morelos 09004,,,,,,,,,,
R_1DORmQXc0z1sVXo,01/03/19 13:21,01/03/19 13:26,33,Women,Graduate,Lower middle class,Ciudad de México,Coyoacán 09003,12jan2019,Good,,,29.0,1500.0,Stranger,17.0,120.0,29.0
R_1DUYmDA0pzyrCEl,28/08/19 13:09,28/08/19 13:12,33,Men,Bachelor,Upper middle class,Baja California Sur,La Paz 03003,20aug2019,Bad,6.0,250.0,,,Acquaintance,16.0,21.0,6.0
R_1DVg1h71Jj7cgaH,21/02/19 13:40,21/02/19 13:55,21,Other,Middle school,Middle class,Michoacán,Morelia 16053,14-feb-19,Good,,,250.0,450.0,Stranger,15.0,30.0,50.0
R_1DXVsXXR5r3gfCq,22/03/19 19:35,22/03/19 19:42,26,Women,Bachelor,Lower middle class,Nuevo León,San Nicolás de los Garza 19046,21-mar-19,Bad,3.0,150.0,,,Friend,16.0,3.0,6.0
R_1DYUZWekqgBO3Gy,27/03/19 21:09,27/03/19 21:14,21,Men,High school,Upper middle class,Yucatán,Mérida 31050,25-mar-19,Good,,,24.0,1200.0,Acquaintance,19.0,7.0,14.0
R_1DnwQYoLWhGw0ZP,01/07/19 18:33,01/07/19 18:34,31,Women,Bachelor,Middle class,Veracruz,,,,,,,,,,,
R_1DoHzL6NNh1c5tU,20/02/19 10:09,20/02/19 10:12,35,Men,Bachelor,Middle class,Ciudad de México,Benito Juárez 09014,15-feb-19,Good,,,28.0,4500.0,,,,
R_1DoI0HAOxgMZCKv,20/04/19 23:18,20/04/19 23:23,21,Men,High school,Lower middle class,Ciudad de México,Tláhuac 09011,08apr2019,Good,,,40.0,200.0,Stranger,15.0,10.0,40.0
R_1DopSK5kfrLX7cT,26/02/19 22:17,26/02/19 22:19,21,Men,High school,Lower middle class,,,,,,,,,,,,
R_1DpQhxNXItdbWEd,22/03/19 04:11,22/03/19 04:16,24,Men,Bachelor,Upper class,Puebla,Puebla 21114,22-mar-19,Good,,,12.0,2500.0,Friend,18.0,7.0,10.0
R_1DqbBRkoRHtKdDD,27/03/19 18:58,27/03/19 19:05,22,Men,High school,Lower middle class,Chiapas,Metapa 07055,02jan2019,Bad,4.0,50.0,,,Stranger,19.0,5.0,5.0
R_1DtMP0VqrGWVRBt,19/02/19 17:32,19/02/19 17:34,21,Women,High school,Middle class,Puebla,Puebla 21114,,,,,,,,,,
R_1Du5PTvvWftSlbC,25/08/19 18:37,25/08/19 18:42,20,Men,Middle school,Middle class,Puebla,Zacatlán 21208,25aug2019,Good,,,14.0,100.0,Friend,16.0,1.0,14.0
R_1DuV3uhKEWwcV57,20/02/19 17:38,20/02/19 17:39,24,Men,Bachelor,Middle class,San Luis Potosí,San Luis Potosí 24028,08-feb-19,Bad,,,,,,,,
R_1DuxtScJEVIkPU4,30/08/19 22:37,30/08/19 22:40,50,Men,Bachelor,Middle class,Baja California Sur,Los Cabos 03008,14aug2019,Good,,,1.0,100.0,Stranger,15.0,100.0,
R_1Dvf7VrUWp3Duua,01/07/19 22:15,01/07/19 22:24,27,Women,High school,Middle class,Quintana Roo,Benito Juárez 23005,15-jun-19,Good,,,25.0,600.0,Stranger,16.0,7.0,25.0
R_1DvivGQigZr5BV6,28/03/19 00:24,28/03/19 00:27,18,Men,High school,Upper middle class,Zacatecas,Guadalupe 32017,26-feb-19,Bad,28.0,400.0,,,Stranger,15.0,30.0,10.0
R_1DvsKC8O5ew99WK,27/08/19 00:45,27/08/19 00:58,22,Men,Graduate,Upper class,Ciudad de México,Tláhuac 09011,,Good,,,50.0,500.0,Family,10.0,1.0,10000.0
R_1Dx6oyCciwSmnCb,07/07/19 00:27,07/07/19 00:29,28,Men,Bachelor,Middle class,Ciudad de México,Benito Juárez 09014,02-jul-19,Good,,,28.0,333.0,Stranger,16.0,12.0,28.0
R_1DzMCjj5tyctbro,19/02/19 17:34,19/02/19 17:38,29,Women,Bachelor,Middle class,Ciudad de México,Benito Juárez 09014,05-feb-19,Good,,,30.0,1800.0,Acquaintance,17.0,120.0,15.0
R_1E0Y0rSxMXhZM8S,27/03/19 22:44,27/03/19 22:46,23,Men,Bachelor,Middle class,Ciudad de México,Tlalpan 09012,27-mar-19,Good,,,28.0,700.0,Acquaintance,17.0,15.0,28.0
R_1E0cj6MzcNoa2Iw,20/02/19 11:12,20/02/19 11:16,40,Men,Graduate,Middle class,Ciudad de México,Cuauhtémoc 09015,04-feb-19,Good,,,28.0,3000.0,Stranger,18.0,30.0,28.0
R_1E56QJ27LX1HQED,19/02/19 17:29,19/02/19 17:41,38,Men,Bachelor,Upper middle class,,,,,,,,,,,,
R_1E58riWMiENicKt,20/02/19 04:21,20/02/19 04:23,19,Men,High school,Middle class,México,Naucalpan de Juárez 15057,,,,,,,,,,
R_1E5ROAdmawNL6sO,16/04/19 12:12,16/04/19 12:18,33,Men,Bachelor,Lower middle class,Veracruz,Córdoba 30044,13apr2019,Bad,,,,,,,,
R_1E6F5z5gRjE9zwB,19/02/19 16:49,19/02/19 16:54,29,Men,Bachelor,Middle class,Ciudad de México,Xochimilco 09013,17-feb-19,Bad,20.0,200.0,,,Stranger,21.0,1.0,20.0
R_1E6gCpAtdd9DJnK,05/09/19 02:41,05/09/19 02:45,37,Men,Bachelor,Lower class,Ciudad de México,Gustavo A. Madero 09005,01-sep-19,Good,,,5.0,450.0,Acquaintance,18.0,30.0,12.5
R_1E71esnuG0uc0zQ,15/05/19 23:08,15/05/19 23:09,20,Men,High school,Middle class,,,,,,,,,,,,
R_1EXNLLlf1ix0FK0,20/02/19 02:27,20/02/19 02:31,25,Men,Bachelor,Middle class,Tamaulipas,Tampico 28038,01-feb-19,Bad,4.0,100.0,,,Stranger,18.0,0.0,4.0
R_1EYXYHq0AAyB14S,21/03/19 22:31,21/03/19 22:35,18,Men,High school,Middle class,San Luis Potosí,Rioverde 24024,18-mar-19,Good,,,10.0,150.0,Acquaintance,12.0,7.0,20.0
R_1EYut1ApVFG0DMG,30/08/19 17:49,30/08/19 17:54,26,Men,Bachelor,Middle class,Ciudad de México,Cuauhtémoc 09015,24aug2019,Bad,15.0,100.0,,,Stranger,22.0,15.0,25.0
R_1EYxCM3QHreoixT,19/02/19 17:30,19/02/19 21:23,27,Men,Bachelor,Middle class,México,Ecatepec de Morelos 15033,19-feb-19,Good,,,28.0,1000.0,Friend,14.0,30.0,28.0
R_1Eb2gktp6j69c1p,21/03/19 23:10,21/03/19 23:13,18,Men,High school,Middle class,Ciudad de México,Miguel Hidalgo 09016,,,,,,,,,,
R_1EbqRgcx44QL1aV,02/07/19 11:26,02/07/19 11:26,16,,,,,,,,,,,,,,,
R_1EcVcmODOObCJD6,26/08/19 21:38,26/08/19 21:42,42,Men,Bachelor,Upper middle class,Quintana Roo,Benito Juárez 23005,20aug2019,Good,,,26.0,2000.0,Stranger,17.0,15.0,28.0
R_1Ecwb9gEvPyg2bK,30/08/19 19:01,30/08/19 19:05,24,Men,Elementary school,Lower middle class,Puebla,Atlixco 21019,29aug2019,Bad,7.0,100.0,,,Acquaintance,17.0,8.0,5.0
R_1EdrFbwMGNmKsRF,25/08/19 23:49,25/08/19 23:53,19,Men,High school,Lower middle class,México,Ecatepec de Morelos 15033,23aug2019,Good,,,2.0,60.0,Acquaintance,17.0,7.0,6.0
R_1EfVYLYzSSGyTYn,30/08/19 16:38,30/08/19 16:57,27,Men,High school,Middle class,Veracruz,Pánuco 30123,30aug2019,Good,,,28.0,500.0,Stranger,18.0,15.0,28.0
R_1Eg7YUKRk0q4Hgm,27/02/19 18:45,27/02/19 18:50,18,Men,High school,Middle class,México,Atizapán de Zaragoza 15013,01-feb-19,Good,,,28.0,250.0,Stranger,15.0,25.0,38.0
R_1EgpOzMXpPHsJrY,19/02/19 15:46,19/02/19 15:49,42,Men,Bachelor,Upper middle class,Ciudad de México,Benito Juárez 09014,18-feb-19,Good,,,250.0,2000.0,Acquaintance,18.0,5.0,250.0
R_1EhqG8taLYlfGpe,20/02/19 01:00,20/02/19 01:06,19,Men,High school,Middle class,Jalisco,Ocotlán 14063,20-feb-19,Bad,20.0,50.0,,,Stranger,17.0,30.0,100.0
R_1Eibir0WEo1r9BT,22/03/19 18:45,22/03/19 18:52,31,Men,Bachelor,Middle class,Sinaloa,Culiacán 25006,20-mar-19,Good,,,20.0,30.0,Stranger,19.0,5.0,20.0
R_1Ej5tp9KbKY1iZ5,21/03/19 19:34,21/03/19 19:36,26,Men,High school,Upper middle class,Baja California,Tijuana 02004,21-mar-19,Good,,,28.0,700.0,Acquaintance,20.0,1.0,28.0
R_1F3MzojyX3fi1TF,20/02/19 03:03,20/02/19 03:06,20,Men,High school,Middle class,Durango,Durango 10005,15-feb-19,Bad,1.0,25.0,,,Stranger,16.0,15.0,2.0
R_1F4dYPx9usiAS3B,25/03/19 20:15,25/03/19 20:17,21,Other,High school,Lower middle class,Aguascalientes,Aguascalientes 01001,,,,,,,,,,
R_1F8LdpTmSA2rODI,27/08/19 01:10,27/08/19 01:14,18,Men,High school,Middle class,Chihuahua,Chihuahua 08019,22aug2019,Good,,,20.0,100.0,Friend,14.0,,20.0
R_1F9OJmkI7VRa5fP,19/02/19 17:25,19/02/19 17:30,23,Men,Bachelor,Lower middle class,Hidalgo,Cuautepec de Hinojosa 13016,19-feb-19,Good,,,5.0,400.0,Friend,16.0,4.0,5.0
R_1FB6Pi7CzGQDl29,16/04/19 12:30,16/04/19 12:37,29,Men,High school,Middle class,Guanajuato,León 11020,15apr2019,Good,,,10.0,50.0,Stranger,16.0,7.0,10.0
R_1FEApPkDxm0RqE1,20/02/19 06:36,20/02/19 06:43,27,Men,Bachelor,Middle class,Yucatán,Mérida 31050,17-feb-19,Good,,,18.0,750.0,Friend,15.0,15.0,12.0
R_1FFCm4Jn3bz0nQ9,19/02/19 17:28,19/02/19 17:34,25,Women,Bachelor,Middle class,Sinaloa,Mazatlán 25012,13-feb-19,Good,,,50.0,800.0,Stranger,17.0,30.0,
R_1FFFVeTrH5jTJNp,22/03/19 19:12,22/03/19 19:16,30,Men,Bachelor,Middle class,Baja California,Tijuana 02004,,Bad,3.0,50.0,,,Acquaintance,29.0,30.0,3.0
R_1FFLz8G1VgXO9Vm,23/08/19 13:32,23/08/19 13:37,19,Men,High school,Middle class,Chihuahua,Chihuahua 08019,09aug2019,Bad,12.0,100.0,,,Stranger,18.0,30.0,12.0
R_1FFc0VAf6yuboqW,21/03/19 18:48,21/03/19 18:49,17,,,,,,,,,,,,,,,
R_1FFdukafnRYwGvo,29/06/19 17:09,29/06/19 17:12,42,Men,Bachelor,Middle class,Puebla,Cuautlancingo 21041,29-jun-19,Good,,,1.0,1.0,Acquaintance,32.0,30.0,1.5
R_1FJ8UYaxvdlt9ZY,20/02/19 00:41,20/02/19 00:50,28,Men,Bachelor,Upper middle class,Ciudad de México,Benito Juárez 09014,01-feb-19,Good,,,28.4,450.0,Acquaintance,17.0,7.0,28.0
R_1FJxZROXrVVyiDD,02/07/19 10:04,02/07/19 10:08,25,Men,Bachelor,Upper middle class,Ciudad de México,Álvaro Obregón 09010,02-jun-19,Good,,,1.0,700.0,Stranger,16.0,30.0,30.0
R_1FKPKiqGXLIh9ZI,27/02/19 12:00,27/02/19 12:04,29,Men,Bachelor,Middle class,Ciudad de México,Azcapotzalco 09002,15-feb-19,Good,,,5.0,1000.0,Stranger,19.0,30.0,7.0
R_1FKUwqc9mXlf1Dn,20/02/19 10:03,20/02/19 10:04,26,Other,Bachelor,Middle class,,,,,,,,,,,,
R_1FKVO2oOatZF0vn,17/05/19 07:27,17/05/19 07:30,29,Men,Bachelor,Middle class,Yucatán,Mérida 31050,09-may-19,Good,,,3.0,150.0,Stranger,19.0,15.0,2.0
R_1FLGBWtDu06fkfY,22/03/19 02:41,22/03/19 02:53,32,Men,Bachelor,Middle class,Querétaro,Querétaro 22014,20-feb-19,Good,,,1000.0,1500.0,Acquaintance,15.0,45.0,500.0
R_1FM8YHmaFBbpLVc,27/02/19 12:46,27/02/19 12:50,18,Men,High school,Middle class,Chihuahua,Jiménez 08036,,Bad,10.0,100.0,,,Acquaintance,13.0,5.0,6.0
R_1FPNN8peSwZjAGd,01/07/19 23:53,01/07/19 23:59,20,Women,High school,Upper middle class,Querétaro,Querétaro 22014,01-jul-19,Good,,,50.0,100.0,Acquaintance,13.0,60.0,50.0
R_1FPWxykcrUgi2zh,02/07/19 14:59,02/07/19 15:01,17,,,,,,,,,,,,,,,
R_1FQDcJYaNDwzSD8,28/02/19 21:14,28/02/19 21:19,22,Women,Bachelor,Middle class,Ciudad de México,Gustavo A. Madero 09005,14-feb-19,Good,,,26.0,550.0,Stranger,17.0,40.0,21.0
R_1FQE5K5GRQolDZA,01/03/19 13:36,01/03/19 13:40,30,Men,High school,Middle class,Morelos,Cuernavaca 17007,01-mar-19,Bad,5.0,60.0,,,Stranger,23.0,7.0,7.0
R_1FQUgGkjb3qoIsV,19/02/19 17:45,19/02/19 17:49,26,Men,Bachelor,Middle class,Puebla,Puebla 21114,13-feb-19,Good,,,2.0,350.0,Stranger,19.0,30.0,10.0
R_1FRI38YvcleZnoP,22/03/19 21:53,22/03/19 21:54,25,Other,,,,,,,,,,,,,,
R_1FS2wf2Hz2a6oU0,20/02/19 07:15,20/02/19 07:19,27,Men,Graduate,Upper middle class,Tamaulipas,Victoria 28041,13-feb-19,Good,,,28.0,1200.0,Stranger,17.0,30.0,28.0
R_1FScSh1DFvHtJCP,21/03/19 20:35,21/03/19 20:40,20,Men,High school,Upper middle class,Yucatán,Mérida 31050,16-mar-19,Good,,,14.0,700.0,Acquaintance,12.0,15.0,15.0
R_1FanPed4iAJNCmU,29/08/19 01:48,29/08/19 01:53,26,Men,Bachelor,Middle class,Nuevo León,Monterrey 19039,05dec2018,Good,,,28.0,1000.0,Acquaintance,15.0,7.0,14.0
R_1FeKDXnjZe8eaNW,22/03/19 08:58,22/03/19 09:00,16,,,,,,,,,,,,,,,
R_1FfvJxxiCnPsxmA,01/07/19 18:01,01/07/19 18:05,25,Men,Bachelor,Middle class,Ciudad de México,Iztapalapa 09007,06apr2019,Good,,,50.0,1400.0,Acquaintance,21.0,60.0,59.0
R_1FgZLuN9cNR7rZh,02/07/19 14:44,02/07/19 14:48,25,Men,High school,Middle class,Ciudad de México,Cuauhtémoc 09015,,Good,,,250.0,2500.0,Friend,18.0,15.0,50.0
R_1Fh7LpF0I3W0Qql,01/07/19 18:34,01/07/19 18:37,27,Men,Middle school,Middle class,Querétaro,Corregidora 22006,01-jul-19,Good,,,15.0,1000.0,Stranger,24.0,15.0,14.0
R_1FhTKZsasZ3ioqE,02/07/19 17:07,02/07/19 17:14,22,Men,High school,Upper middle class,Hidalgo,Huasca de Ocampo 13024,24-jun-19,Good,,,8.0,1000.0,Acquaintance,16.0,15.0,25.0
R_1FhaAZ84slJ3fG1,27/02/19 12:49,27/02/19 12:55,28,Men,Elementary school,Lower class,Guanajuato,León 11020,01-feb-19,Good,,,28.0,600.0,Stranger,18.0,15.0,28.0
R_1Fljwxqxv9HHq84,28/06/19 14:21,28/06/19 15:45,28,Women,Bachelor,Middle class,Ciudad de México,Cuauhtémoc 09015,21-jun-19,Good,,,14.17,600.0,Stranger,16.0,30.0,14.17
R_1FnWdCbmr4cJ2fm,21/03/19 21:05,21/03/19 21:07,26,Men,Bachelor,Middle class,Campeche,Campeche 04002,20-mar-19,Good,,,22.0,200.0,Stranger,21.0,10.0,25.0
R_1FnZet5SJKnYro8,18/08/19 00:18,18/08/19 00:21,20,Men,High school,Middle class,Ciudad de México,Iztapalapa 09007,16aug2019,Bad,10.0,100.0,,,Acquaintance,19.0,30.0,15.0
R_1FnfsJrp9KMbTjx,21/03/19 18:40,21/03/19 18:44,24,Women,Bachelor,Middle class,Oaxaca,Oaxaca de Juárez 20067,16-mar-19,Good,,,28.0,500.0,Stranger,19.0,15.0,30.0
R_1FnrnVbNePndwC4,23/03/19 07:04,23/03/19 07:11,23,Men,High school,Middle class,Sonora,Hermosillo 26030,13-mar-19,Good,,,1.0,100.0,Acquaintance,14.0,6.0,
